,Proj Pts,Salary,QB,RB,RB,WR,WR,WR,TE,RB/WR/TE,DST
337,145.87892,49800.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Jonathan Taylor,Jaguars 
338,146.45666999999997,49700.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Jonathan Taylor,Buccaneers 
339,145.95666999999997,49700.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Jonathan Taylor,Browns 
340,144.86192,49600.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Jonathan Taylor,Jets 
341,144.67736,49600.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Jonathan Taylor,Cardinals 
342,143.09443,49500.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Jonathan Taylor,Dolphins 
343,145.02029499999998,49500.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Jonathan Taylor,WAS Football Team 
344,149.314215,49900.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Kareem Hunt,Colts 
345,145.40540499999997,49800.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Kareem Hunt,Bengals 
346,147.66221499999997,49700.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Kareem Hunt,Chargers 
347,145.855155,49600.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Kareem Hunt,Lions 
348,146.887715,49500.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Kareem Hunt,Packers 
349,146.404405,49500.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Kareem Hunt,Raiders 
350,145.76932166666668,49900.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Devin Singletary,Lions 
351,146.80188166666667,49800.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Devin Singletary,Packers 
352,146.31857166666668,49800.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Devin Singletary,Raiders 
353,147.14213166666667,49700.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Devin Singletary,Vikings 
354,146.89963166666666,49700.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Devin Singletary,Panthers 
355,146.99738166666668,49600.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Devin Singletary,Seahawks 
356,146.99138166666668,49500.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Devin Singletary,Falcons 
357,145.39763166666668,49500.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Devin Singletary,Jaguars 
358,149.76704833333332,49700.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Tevin Coleman,Bills 
359,149.81354833333333,49600.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Tevin Coleman,Eagles 
360,150.3600483333333,49500.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Tevin Coleman,49ers 
361,148.26684,49900.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Tarik Cohen,Patriots 
362,148.825215,49800.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Tarik Cohen,Ravens 
363,148.309215,49700.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Tarik Cohen,Colts 
364,144.40040499999998,49600.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Tarik Cohen,Bengals 
365,146.65721499999998,49500.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Tarik Cohen,Chargers 
366,143.65457166666664,49900.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Ronald Jones II,Bengals 
367,145.91138166666664,49800.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Ronald Jones II,Chargers 
368,144.10432166666666,49700.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Ronald Jones II,Lions 
369,145.13688166666665,49600.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Ronald Jones II,Packers 
370,144.65357166666666,49600.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Ronald Jones II,Raiders 
371,145.47713166666665,49500.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Ronald Jones II,Vikings 
372,145.23463166666664,49500.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Ronald Jones II,Panthers 
373,148.018715,49500.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Nyheim Hines,Bills 
374,146.85225666666668,49900.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,D'Andre Swift,Patriots 
375,147.41063166666666,49800.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,D'Andre Swift,Ravens 
376,146.89463166666667,49700.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,D'Andre Swift,Colts 
377,142.98582166666665,49600.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,D'Andre Swift,Bengals 
378,145.24263166666665,49500.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,D'Andre Swift,Chargers 
379,146.3935483333333,49900.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Matt Breida,Ravens 
380,145.87754833333332,49800.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Matt Breida,Colts 
381,141.9687383333333,49700.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Matt Breida,Bengals 
382,144.2255483333333,49600.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Matt Breida,Chargers 
383,142.41848833333333,49500.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Matt Breida,Lions 
384,146.56038166666664,49500.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Brian Hill,Bills 
385,146.21913166666664,49900.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Kerryon Johnson,Bills 
386,146.26563166666665,49800.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Kerryon Johnson,Eagles 
387,146.81213166666663,49700.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Kerryon Johnson,49ers 
388,144.42513166666663,49500.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Kerryon Johnson,Bears 
389,146.83046499999998,49900.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Latavius Murray,49ers 
390,144.44346499999997,49700.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Latavius Murray,Bears 
391,145.20809,49600.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Latavius Murray,Patriots 
392,145.76646499999998,49500.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Latavius Murray,Ravens 
393,145.28146166666667,49700.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Alexander Mattison,Bills 
394,145.32796166666668,49600.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Alexander Mattison,Eagles 
395,145.87446166666666,49500.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Alexander Mattison,49ers 
396,144.16103499999997,49900.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Jordan Howard,Colts 
397,140.25222499999995,49800.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Jordan Howard,Bengals 
398,142.50903499999995,49700.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Jordan Howard,Chargers 
399,140.70197499999998,49600.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Jordan Howard,Lions 
400,141.73453499999997,49500.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Jordan Howard,Packers 
401,141.25122499999998,49500.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Jordan Howard,Raiders 
402,144.88913166666666,49500.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Chris Thompson,Bills 
403,144.14803499999996,49500.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Rex Burkhead,Bills 
404,143.21183999999997,49500.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Peyton Barber,Bills 
405,143.21183999999997,49500.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,J.D. McKissic,Bills 
406,141.35403499999995,49800.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Jalen Richard,Bears 
407,142.11865999999998,49700.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Jalen Richard,Patriots 
408,142.67703499999996,49600.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Jalen Richard,Ravens 
409,142.16103499999997,49500.0,Lamar Jackson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Jalen Richard,Colts 
410,138.83545777777778,49600.0,Jimmy Garoppolo,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Saints 
411,138.5177911111111,49800.0,Philip Rivers,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Saints 
412,136.03012444444443,49500.0,Kirk Cousins,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Saints 
413,135.78595777777775,49500.0,Baker Mayfield,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Saints 
414,137.34329111111109,49700.0,Derek Carr,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Saints 
415,138.2682911111111,49700.0,Teddy Bridgewater,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Saints 
416,138.8291661111111,49900.0,Cam Newton,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Saints 
417,134.6837911111111,49600.0,Gardner Minshew II,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Saints 
418,118.1864411111111,49600.0,Joe Burrow,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Saints 
419,140.45968,49900.0,Josh Allen,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Davante Adams,Saints 
420,137.90526333333332,49700.0,Aaron Rodgers,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Davante Adams,Saints 
421,138.17317999999997,49700.0,Carson Wentz,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Davante Adams,Saints 
422,138.45968,49900.0,Tom Brady,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Davante Adams,Saints 
423,136.95184666666665,49800.0,Kyler Murray,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Davante Adams,Saints 
424,136.78617999999997,49600.0,Matthew Stafford,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Davante Adams,Saints 
425,136.94022166666664,49500.0,Cam Newton,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Davante Adams,Saints 
426,143.20081888888888,49600.0,Russell Wilson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Tyler Lockett,Saints 
427,140.03618,49700.0,Josh Allen,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Chris Godwin,Saints 
428,141.80184666666665,49900.0,Matt Ryan,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Chris Godwin,Saints 
429,137.48176333333333,49500.0,Aaron Rodgers,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Chris Godwin,Saints 
430,137.74967999999998,49500.0,Carson Wentz,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Chris Godwin,Saints 
431,138.03618,49700.0,Tom Brady,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Chris Godwin,Saints 
432,136.52834666666666,49600.0,Kyler Murray,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Chris Godwin,Saints 
433,139.58017999999998,49500.0,Josh Allen,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Mike Evans,Saints 
434,141.34584666666666,49700.0,Matt Ryan,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Mike Evans,Saints 
435,137.58017999999998,49500.0,Tom Brady,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Mike Evans,Saints 
436,142.37867999999997,49800.0,Drew Brees,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Mike Evans,Saints 
437,142.47229111111108,49700.0,Russell Wilson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,DJ Moore,Saints 
438,142.2145411111111,49500.0,Drew Brees,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,DJ Moore,Saints 
439,142.41309666666666,49500.0,Russell Wilson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Stefon Diggs,Saints 
440,142.29920777777778,49500.0,Russell Wilson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Keenan Allen,Saints 
441,141.99973555555556,49800.0,Russell Wilson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Adam Thielen,Saints 
442,140.7091522222222,49500.0,Matt Ryan,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Adam Thielen,Saints 
443,141.74198555555554,49600.0,Drew Brees,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Adam Thielen,Saints 
444,141.71398555555555,49900.0,Russell Wilson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,DeAndre Hopkins,Saints 
445,140.4234022222222,49600.0,Matt Ryan,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,DeAndre Hopkins,Saints 
446,141.45623555555554,49700.0,Drew Brees,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,DeAndre Hopkins,Saints 
447,141.20693,49600.0,Russell Wilson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Allen Robinson II,Saints 
448,142.69388166666664,49800.0,Jimmy Garoppolo,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Dalvin Cook,Saints 
449,139.88854833333332,49700.0,Kirk Cousins,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Dalvin Cook,Saints 
450,139.64438166666665,49700.0,Baker Mayfield,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Dalvin Cook,Saints 
451,141.20171499999998,49900.0,Derek Carr,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Dalvin Cook,Saints 
452,142.126715,49900.0,Teddy Bridgewater,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Dalvin Cook,Saints 
453,135.87204833333334,49500.0,Sam Darnold,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Dalvin Cook,Saints 
454,138.542215,49800.0,Gardner Minshew II,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Dalvin Cook,Saints 
455,122.04486499999999,49800.0,Joe Burrow,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Dalvin Cook,Saints 
456,146.94704833333333,49900.0,Russell Wilson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Josh Jacobs,Saints 
457,145.656465,49600.0,Matt Ryan,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Josh Jacobs,Saints 
458,146.68929833333334,49700.0,Drew Brees,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Josh Jacobs,Saints 
459,145.798715,49800.0,Russell Wilson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Joe Mixon,Saints 
460,144.50813166666666,49500.0,Matt Ryan,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Joe Mixon,Saints 
461,145.54096499999997,49600.0,Drew Brees,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Joe Mixon,Saints 
462,141.77788166666667,49800.0,Josh Allen,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Alvin Kamara,Saints 
463,139.223465,49600.0,Aaron Rodgers,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Alvin Kamara,Saints 
464,139.49138166666665,49600.0,Carson Wentz,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Alvin Kamara,Saints 
465,139.77788166666667,49800.0,Tom Brady,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Alvin Kamara,Saints 
466,138.27004833333334,49700.0,Kyler Murray,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Alvin Kamara,Saints 
467,138.10438166666665,49500.0,Matthew Stafford,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Alvin Kamara,Saints 
468,144.90788166666664,49600.0,Russell Wilson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Nick Chubb,Saints 
469,141.54829833333332,49500.0,Josh Allen,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Aaron Jones,Saints 
470,143.313965,49700.0,Matt Ryan,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Aaron Jones,Saints 
471,139.54829833333332,49500.0,Tom Brady,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Aaron Jones,Saints 
472,144.3467983333333,49800.0,Drew Brees,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Aaron Jones,Saints 
473,142.40871499999997,49500.0,Russell Wilson,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Kenyan Drake,Saints 
474,131.48555499999998,49900.0,Dwayne Haskins Jr.,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Michael Thomas,Buccaneers 
475,130.98555499999998,49900.0,Dwayne Haskins Jr.,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Michael Thomas,Browns 
476,129.890805,49800.0,Dwayne Haskins Jr.,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Michael Thomas,Jets 
477,129.706245,49800.0,Dwayne Haskins Jr.,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Michael Thomas,Cardinals 
478,128.123315,49700.0,Dwayne Haskins Jr.,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Michael Thomas,Dolphins 
479,130.04917999999998,49700.0,Dwayne Haskins Jr.,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Michael Thomas,WAS Football Team 
480,137.24364777777777,49900.0,Jimmy Garoppolo,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Lions 
481,138.27620777777776,49800.0,Jimmy Garoppolo,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Packers 
482,137.79289777777777,49800.0,Jimmy Garoppolo,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Raiders 
483,138.61645777777775,49700.0,Jimmy Garoppolo,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Vikings 
484,138.37395777777775,49700.0,Jimmy Garoppolo,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Panthers 
485,138.47170777777777,49600.0,Jimmy Garoppolo,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Seahawks 
486,138.46570777777777,49500.0,Jimmy Garoppolo,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Falcons 
487,136.87195777777777,49500.0,Jimmy Garoppolo,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Jaguars 
488,137.60063444444444,49900.0,Josh Allen,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Dolphins 
489,139.52649944444443,49900.0,Josh Allen,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,WAS Football Team 
490,138.2987911111111,49900.0,Philip Rivers,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Vikings 
491,138.05629111111108,49900.0,Philip Rivers,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Panthers 
492,138.1540411111111,49800.0,Philip Rivers,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Seahawks 
493,138.1480411111111,49700.0,Philip Rivers,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Falcons 
494,136.5542911111111,49700.0,Philip Rivers,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Jaguars 
495,137.13204111111108,49600.0,Philip Rivers,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Buccaneers 
496,136.63204111111108,49600.0,Philip Rivers,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Browns 
497,135.5372911111111,49500.0,Philip Rivers,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Jets 
498,135.3527311111111,49500.0,Philip Rivers,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Cardinals 
499,138.40845777777776,49900.0,Aaron Rodgers,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Buccaneers 
500,137.90845777777776,49900.0,Aaron Rodgers,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Browns 
501,136.81370777777778,49800.0,Aaron Rodgers,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Jets 
502,136.62914777777777,49800.0,Aaron Rodgers,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Cardinals 
503,135.04621777777777,49700.0,Aaron Rodgers,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Dolphins 
504,136.97208277777776,49700.0,Aaron Rodgers,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,WAS Football Team 
505,136.24537444444442,49900.0,Kirk Cousins,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Chargers 
506,134.43831444444444,49800.0,Kirk Cousins,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Lions 
507,135.47087444444443,49700.0,Kirk Cousins,Austin Ekeler,James White,Marquise Brown,N'Keal Harry,Willie Snead IV,George Kittle,Julio Jones,Packers 
